# learning rate : 0.002
# batch size : 64
# max_iteration : 200000
# learning rate : 0.002
# batch size : 64
# max_iteration : 200000
[i] iter = 100, loss = 1.9317, x_loss = 1.8560, l2_reg_loss = 0.0757, accuracy = 14.28, train_time = 11sec
[i] iter = 21500, loss = 0.4460, x_loss = 0.2771, l2_reg_loss = 0.1689, accuracy = 94.56, train_time = 7sec
[i] iter = 21600, loss = 0.4513, x_loss = 0.2825, l2_reg_loss = 0.1688, accuracy = 94.83, train_time = 7sec
[i] iter = 21700, loss = 0.4412, x_loss = 0.2720, l2_reg_loss = 0.1693, accuracy = 95.06, train_time = 7sec
[i] iter = 21800, loss = 0.4335, x_loss = 0.2641, l2_reg_loss = 0.1694, accuracy = 95.53, train_time = 7sec
[i] iter = 21900, loss = 0.4522, x_loss = 0.2825, l2_reg_loss = 0.1697, accuracy = 94.98, train_time = 7sec
[i] iter = 22000, loss = 0.4417, x_loss = 0.2722, l2_reg_loss = 0.1695, accuracy = 95.00, train_time = 7sec
[i] iter = 22100, loss = 0.4548, x_loss = 0.2854, l2_reg_loss = 0.1695, accuracy = 94.64, train_time = 7sec
[i] iter = 22200, loss = 0.4346, x_loss = 0.2653, l2_reg_loss = 0.1694, accuracy = 94.78, train_time = 7sec
[i] iter = 22300, loss = 0.4333, x_loss = 0.2640, l2_reg_loss = 0.1693, accuracy = 95.41, train_time = 7sec
[i] iter = 22400, loss = 0.4383, x_loss = 0.2689, l2_reg_loss = 0.1694, accuracy = 95.02, train_time = 7sec
[i] iter = 22500, loss = 0.4262, x_loss = 0.2569, l2_reg_loss = 0.1693, accuracy = 95.16, train_time = 7sec
[i] iter = 22600, loss = 0.4272, x_loss = 0.2581, l2_reg_loss = 0.1691, accuracy = 95.20, train_time = 7sec
[i] iter = 22700, loss = 0.4479, x_loss = 0.2789, l2_reg_loss = 0.1691, accuracy = 94.62, train_time = 7sec
[i] iter = 22800, loss = 0.4499, x_loss = 0.2806, l2_reg_loss = 0.1694, accuracy = 94.67, train_time = 7sec
[i] iter = 22900, loss = 0.4369, x_loss = 0.2675, l2_reg_loss = 0.1694, accuracy = 95.20, train_time = 7sec
[i] iter = 23000, loss = 0.4413, x_loss = 0.2717, l2_reg_loss = 0.1696, accuracy = 94.77, train_time = 7sec
[i] iter = 23100, loss = 0.4395, x_loss = 0.2699, l2_reg_loss = 0.1696, accuracy = 94.77, train_time = 7sec
[i] iter = 23200, loss = 0.4277, x_loss = 0.2581, l2_reg_loss = 0.1695, accuracy = 95.27, train_time = 7sec
[i] iter = 23300, loss = 0.4258, x_loss = 0.2564, l2_reg_loss = 0.1694, accuracy = 95.45, train_time = 7sec
[i] iter = 23400, loss = 0.4402, x_loss = 0.2708, l2_reg_loss = 0.1694, accuracy = 95.14, train_time = 7sec
[i] iter = 23500, loss = 0.4362, x_loss = 0.2666, l2_reg_loss = 0.1695, accuracy = 95.39, train_time = 7sec
[i] iter = 23600, loss = 0.4518, x_loss = 0.2821, l2_reg_loss = 0.1697, accuracy = 94.56, train_time = 7sec
[i] iter = 23700, loss = 0.4327, x_loss = 0.2626, l2_reg_loss = 0.1701, accuracy = 95.09, train_time = 7sec
[i] iter = 23800, loss = 0.4484, x_loss = 0.2784, l2_reg_loss = 0.1700, accuracy = 94.95, train_time = 7sec
[i] iter = 23900, loss = 0.4397, x_loss = 0.2698, l2_reg_loss = 0.1699, accuracy = 95.42, train_time = 7sec
[i] iter = 24000, loss = 0.4209, x_loss = 0.2508, l2_reg_loss = 0.1700, accuracy = 95.44, train_time = 7sec
[i] iter = 24100, loss = 0.4474, x_loss = 0.2774, l2_reg_loss = 0.1701, accuracy = 95.05, train_time = 7sec
[i] iter = 24200, loss = 0.4249, x_loss = 0.2545, l2_reg_loss = 0.1704, accuracy = 95.59, train_time = 7sec
[i] iter = 24300, loss = 0.4319, x_loss = 0.2621, l2_reg_loss = 0.1698, accuracy = 95.05, train_time = 7sec
[i] iter = 24400, loss = 0.4352, x_loss = 0.2649, l2_reg_loss = 0.1702, accuracy = 95.48, train_time = 7sec
[i] iter = 24500, loss = 0.4373, x_loss = 0.2669, l2_reg_loss = 0.1704, accuracy = 95.09, train_time = 7sec
[i] iter = 24600, loss = 0.4284, x_loss = 0.2582, l2_reg_loss = 0.1702, accuracy = 95.80, train_time = 7sec
[i] iter = 24700, loss = 0.4103, x_loss = 0.2402, l2_reg_loss = 0.1701, accuracy = 95.62, train_time = 7sec
[i] iter = 24800, loss = 0.4342, x_loss = 0.2642, l2_reg_loss = 0.1700, accuracy = 95.30, train_time = 7sec
[i] iter = 24900, loss = 0.4333, x_loss = 0.2628, l2_reg_loss = 0.1705, accuracy = 95.17, train_time = 7sec
[i] iter = 25000, loss = 0.4413, x_loss = 0.2705, l2_reg_loss = 0.1708, accuracy = 95.47, train_time = 7sec
[i] iter = 25000, test_accuracy = 91.70, test_time = 1sec
[i] iter = 25100, loss = 0.4323, x_loss = 0.2611, l2_reg_loss = 0.1713, accuracy = 95.50, train_time = 8sec
[i] iter = 25200, loss = 0.4105, x_loss = 0.2398, l2_reg_loss = 0.1707, accuracy = 95.22, train_time = 7sec
[i] iter = 25300, loss = 0.4319, x_loss = 0.2615, l2_reg_loss = 0.1704, accuracy = 95.25, train_time = 7sec
[i] iter = 25400, loss = 0.4387, x_loss = 0.2683, l2_reg_loss = 0.1704, accuracy = 94.88, train_time = 7sec
[i] iter = 25500, loss = 0.4305, x_loss = 0.2600, l2_reg_loss = 0.1705, accuracy = 95.36, train_time = 7sec
[i] iter = 25600, loss = 0.4503, x_loss = 0.2798, l2_reg_loss = 0.1705, accuracy = 94.56, train_time = 7sec
[i] iter = 25700, loss = 0.4201, x_loss = 0.2493, l2_reg_loss = 0.1708, accuracy = 95.62, train_time = 7sec
[i] iter = 25800, loss = 0.4208, x_loss = 0.2503, l2_reg_loss = 0.1705, accuracy = 95.45, train_time = 7sec
[i] iter = 25900, loss = 0.4188, x_loss = 0.2486, l2_reg_loss = 0.1702, accuracy = 95.52, train_time = 7sec
[i] iter = 26000, loss = 0.4163, x_loss = 0.2462, l2_reg_loss = 0.1701, accuracy = 95.42, train_time = 7sec
[i] iter = 26100, loss = 0.4357, x_loss = 0.2654, l2_reg_loss = 0.1702, accuracy = 95.27, train_time = 7sec
[i] iter = 26200, loss = 0.4183, x_loss = 0.2481, l2_reg_loss = 0.1702, accuracy = 95.64, train_time = 7sec
[i] iter = 26300, loss = 0.4366, x_loss = 0.2667, l2_reg_loss = 0.1700, accuracy = 94.98, train_time = 7sec
[i] iter = 26400, loss = 0.4375, x_loss = 0.2674, l2_reg_loss = 0.1701, accuracy = 95.47, train_time = 7sec
[i] iter = 26500, loss = 0.4331, x_loss = 0.2630, l2_reg_loss = 0.1701, accuracy = 95.34, train_time = 7sec
[i] iter = 26600, loss = 0.4222, x_loss = 0.2520, l2_reg_loss = 0.1701, accuracy = 95.84, train_time = 7sec
[i] iter = 26700, loss = 0.4372, x_loss = 0.2670, l2_reg_loss = 0.1702, accuracy = 95.36, train_time = 7sec
[i] iter = 26800, loss = 0.4163, x_loss = 0.2461, l2_reg_loss = 0.1702, accuracy = 95.73, train_time = 7sec
[i] iter = 26900, loss = 0.4233, x_loss = 0.2531, l2_reg_loss = 0.1702, accuracy = 95.38, train_time = 7sec
[i] iter = 27000, loss = 0.4052, x_loss = 0.2352, l2_reg_loss = 0.1700, accuracy = 95.64, train_time = 7sec
[i] iter = 27100, loss = 0.4227, x_loss = 0.2530, l2_reg_loss = 0.1697, accuracy = 95.20, train_time = 7sec
[i] iter = 27200, loss = 0.4295, x_loss = 0.2596, l2_reg_loss = 0.1700, accuracy = 95.73, train_time = 7sec
[i] iter = 27300, loss = 0.4296, x_loss = 0.2595, l2_reg_loss = 0.1701, accuracy = 95.75, train_time = 7sec
[i] iter = 27400, loss = 0.4231, x_loss = 0.2529, l2_reg_loss = 0.1702, accuracy = 95.55, train_time = 7sec
[i] iter = 27500, loss = 0.4138, x_loss = 0.2438, l2_reg_loss = 0.1700, accuracy = 95.58, train_time = 7sec
[i] iter = 27600, loss = 0.4211, x_loss = 0.2511, l2_reg_loss = 0.1700, accuracy = 95.59, train_time = 7sec
[i] iter = 27700, loss = 0.4226, x_loss = 0.2525, l2_reg_loss = 0.1702, accuracy = 95.72, train_time = 7sec
[i] iter = 27800, loss = 0.4296, x_loss = 0.2593, l2_reg_loss = 0.1703, accuracy = 95.12, train_time = 7sec
[i] iter = 27900, loss = 0.4048, x_loss = 0.2347, l2_reg_loss = 0.1701, accuracy = 95.88, train_time = 7sec
[i] iter = 28000, loss = 0.4073, x_loss = 0.2375, l2_reg_loss = 0.1698, accuracy = 95.86, train_time = 7sec
[i] iter = 28100, loss = 0.4415, x_loss = 0.2718, l2_reg_loss = 0.1698, accuracy = 95.14, train_time = 7sec
[i] iter = 28200, loss = 0.4338, x_loss = 0.2638, l2_reg_loss = 0.1699, accuracy = 95.67, train_time = 7sec
[i] iter = 28300, loss = 0.4227, x_loss = 0.2521, l2_reg_loss = 0.1706, accuracy = 95.22, train_time = 7sec
[i] iter = 28400, loss = 0.4263, x_loss = 0.2558, l2_reg_loss = 0.1705, accuracy = 95.53, train_time = 7sec
[i] iter = 28500, loss = 0.4267, x_loss = 0.2562, l2_reg_loss = 0.1705, accuracy = 95.59, train_time = 7sec
[i] iter = 28600, loss = 0.4069, x_loss = 0.2366, l2_reg_loss = 0.1704, accuracy = 96.11, train_time = 7sec
[i] iter = 28700, loss = 0.4204, x_loss = 0.2503, l2_reg_loss = 0.1701, accuracy = 95.47, train_time = 7sec
[i] iter = 28800, loss = 0.4250, x_loss = 0.2547, l2_reg_loss = 0.1703, accuracy = 95.95, train_time = 7sec
[i] iter = 28900, loss = 0.4121, x_loss = 0.2413, l2_reg_loss = 0.1708, accuracy = 95.95, train_time = 7sec
[i] iter = 29000, loss = 0.4212, x_loss = 0.2501, l2_reg_loss = 0.1711, accuracy = 95.69, train_time = 7sec
[i] iter = 29100, loss = 0.4236, x_loss = 0.2525, l2_reg_loss = 0.1711, accuracy = 95.72, train_time = 7sec
[i] iter = 29200, loss = 0.3961, x_loss = 0.2253, l2_reg_loss = 0.1708, accuracy = 95.94, train_time = 7sec
[i] iter = 29300, loss = 0.4348, x_loss = 0.2641, l2_reg_loss = 0.1707, accuracy = 95.55, train_time = 7sec
[i] iter = 29400, loss = 0.4282, x_loss = 0.2571, l2_reg_loss = 0.1711, accuracy = 95.66, train_time = 7sec
[i] iter = 29500, loss = 0.3995, x_loss = 0.2289, l2_reg_loss = 0.1706, accuracy = 95.97, train_time = 7sec
[i] iter = 29600, loss = 0.4063, x_loss = 0.2363, l2_reg_loss = 0.1700, accuracy = 95.39, train_time = 7sec
[i] iter = 29700, loss = 0.4284, x_loss = 0.2582, l2_reg_loss = 0.1701, accuracy = 95.45, train_time = 7sec
[i] iter = 29800, loss = 0.4320, x_loss = 0.2617, l2_reg_loss = 0.1703, accuracy = 95.67, train_time = 7sec
[i] iter = 29900, loss = 0.4011, x_loss = 0.2308, l2_reg_loss = 0.1703, accuracy = 96.16, train_time = 7sec
[i] iter = 30000, loss = 0.4242, x_loss = 0.2537, l2_reg_loss = 0.1706, accuracy = 95.62, train_time = 7sec
[i] iter = 30000, test_accuracy = 91.81, test_time = 1sec
[i] iter = 30100, loss = 0.4115, x_loss = 0.2410, l2_reg_loss = 0.1705, accuracy = 95.67, train_time = 8sec
[i] iter = 30200, loss = 0.4024, x_loss = 0.2321, l2_reg_loss = 0.1703, accuracy = 96.00, train_time = 7sec
[i] iter = 30300, loss = 0.4148, x_loss = 0.2445, l2_reg_loss = 0.1703, accuracy = 95.48, train_time = 7sec
[i] iter = 30400, loss = 0.4249, x_loss = 0.2546, l2_reg_loss = 0.1703, accuracy = 95.62, train_time = 7sec
[i] iter = 30500, loss = 0.4071, x_loss = 0.2369, l2_reg_loss = 0.1701, accuracy = 96.09, train_time = 7sec
[i] iter = 30600, loss = 0.4164, x_loss = 0.2463, l2_reg_loss = 0.1701, accuracy = 95.77, train_time = 7sec
[i] iter = 30700, loss = 0.4119, x_loss = 0.2415, l2_reg_loss = 0.1704, accuracy = 95.88, train_time = 7sec
[i] iter = 30800, loss = 0.3935, x_loss = 0.2235, l2_reg_loss = 0.1701, accuracy = 96.33, train_time = 7sec
[i] iter = 30900, loss = 0.4057, x_loss = 0.2356, l2_reg_loss = 0.1701, accuracy = 95.95, train_time = 7sec
[i] iter = 31000, loss = 0.4169, x_loss = 0.2469, l2_reg_loss = 0.1700, accuracy = 95.73, train_time = 7sec
[i] iter = 31100, loss = 0.4219, x_loss = 0.2517, l2_reg_loss = 0.1702, accuracy = 95.73, train_time = 7sec
[i] iter = 31200, loss = 0.4144, x_loss = 0.2442, l2_reg_loss = 0.1702, accuracy = 95.61, train_time = 7sec
[i] iter = 31300, loss = 0.4113, x_loss = 0.2414, l2_reg_loss = 0.1700, accuracy = 96.25, train_time = 7sec
[i] iter = 31400, loss = 0.4103, x_loss = 0.2404, l2_reg_loss = 0.1699, accuracy = 96.03, train_time = 7sec
[i] iter = 31500, loss = 0.4096, x_loss = 0.2397, l2_reg_loss = 0.1699, accuracy = 96.39, train_time = 7sec
[i] iter = 31600, loss = 0.3970, x_loss = 0.2271, l2_reg_loss = 0.1699, accuracy = 95.75, train_time = 7sec
[i] iter = 31700, loss = 0.4161, x_loss = 0.2461, l2_reg_loss = 0.1701, accuracy = 95.98, train_time = 7sec
[i] iter = 31800, loss = 0.4052, x_loss = 0.2348, l2_reg_loss = 0.1704, accuracy = 95.84, train_time = 7sec
[i] iter = 31900, loss = 0.4078, x_loss = 0.2375, l2_reg_loss = 0.1703, accuracy = 95.75, train_time = 7sec
[i] iter = 32000, loss = 0.4192, x_loss = 0.2490, l2_reg_loss = 0.1702, accuracy = 95.73, train_time = 7sec
[i] iter = 32100, loss = 0.4111, x_loss = 0.2409, l2_reg_loss = 0.1702, accuracy = 96.03, train_time = 7sec
[i] iter = 32200, loss = 0.4064, x_loss = 0.2364, l2_reg_loss = 0.1700, accuracy = 96.08, train_time = 7sec
[i] iter = 32300, loss = 0.3961, x_loss = 0.2260, l2_reg_loss = 0.1701, accuracy = 96.27, train_time = 7sec
[i] iter = 32400, loss = 0.4157, x_loss = 0.2457, l2_reg_loss = 0.1701, accuracy = 95.77, train_time = 7sec
[i] iter = 32500, loss = 0.4029, x_loss = 0.2327, l2_reg_loss = 0.1702, accuracy = 96.06, train_time = 7sec
[i] iter = 32600, loss = 0.4194, x_loss = 0.2492, l2_reg_loss = 0.1702, accuracy = 95.70, train_time = 7sec
[i] iter = 32700, loss = 0.3939, x_loss = 0.2237, l2_reg_loss = 0.1702, accuracy = 96.12, train_time = 7sec
[i] iter = 32800, loss = 0.4062, x_loss = 0.2361, l2_reg_loss = 0.1700, accuracy = 96.14, train_time = 7sec
[i] iter = 32900, loss = 0.4143, x_loss = 0.2440, l2_reg_loss = 0.1702, accuracy = 95.95, train_time = 7sec
[i] iter = 33000, loss = 0.4083, x_loss = 0.2380, l2_reg_loss = 0.1703, accuracy = 96.41, train_time = 7sec
[i] iter = 33100, loss = 0.4136, x_loss = 0.2437, l2_reg_loss = 0.1699, accuracy = 95.72, train_time = 7sec
[i] iter = 33200, loss = 0.4104, x_loss = 0.2404, l2_reg_loss = 0.1700, accuracy = 95.89, train_time = 7sec
[i] iter = 33300, loss = 0.4081, x_loss = 0.2382, l2_reg_loss = 0.1699, accuracy = 96.05, train_time = 7sec
[i] iter = 33400, loss = 0.4109, x_loss = 0.2407, l2_reg_loss = 0.1702, accuracy = 96.12, train_time = 7sec
[i] iter = 33500, loss = 0.4174, x_loss = 0.2469, l2_reg_loss = 0.1705, accuracy = 96.06, train_time = 7sec
[i] iter = 33600, loss = 0.3981, x_loss = 0.2276, l2_reg_loss = 0.1704, accuracy = 96.08, train_time = 7sec
[i] iter = 33700, loss = 0.3994, x_loss = 0.2289, l2_reg_loss = 0.1704, accuracy = 95.83, train_time = 7sec
[i] iter = 33800, loss = 0.4073, x_loss = 0.2371, l2_reg_loss = 0.1702, accuracy = 96.14, train_time = 7sec
[i] iter = 33900, loss = 0.3883, x_loss = 0.2182, l2_reg_loss = 0.1700, accuracy = 96.50, train_time = 7sec
[i] iter = 34000, loss = 0.3960, x_loss = 0.2258, l2_reg_loss = 0.1703, accuracy = 96.58, train_time = 7sec
[i] iter = 34100, loss = 0.4168, x_loss = 0.2460, l2_reg_loss = 0.1707, accuracy = 96.34, train_time = 7sec
[i] iter = 34200, loss = 0.4071, x_loss = 0.2361, l2_reg_loss = 0.1710, accuracy = 96.33, train_time = 7sec
[i] iter = 34300, loss = 0.3987, x_loss = 0.2278, l2_reg_loss = 0.1709, accuracy = 96.55, train_time = 7sec
[i] iter = 34400, loss = 0.4097, x_loss = 0.2392, l2_reg_loss = 0.1705, accuracy = 96.17, train_time = 7sec
[i] iter = 34500, loss = 0.4113, x_loss = 0.2405, l2_reg_loss = 0.1707, accuracy = 96.25, train_time = 7sec
[i] iter = 34600, loss = 0.4052, x_loss = 0.2345, l2_reg_loss = 0.1707, accuracy = 95.88, train_time = 7sec
[i] iter = 34700, loss = 0.3968, x_loss = 0.2263, l2_reg_loss = 0.1705, accuracy = 96.08, train_time = 7sec
[i] iter = 34800, loss = 0.3946, x_loss = 0.2243, l2_reg_loss = 0.1703, accuracy = 96.19, train_time = 7sec
[i] iter = 34900, loss = 0.4098, x_loss = 0.2396, l2_reg_loss = 0.1702, accuracy = 96.36, train_time = 7sec
[i] iter = 35000, loss = 0.4217, x_loss = 0.2512, l2_reg_loss = 0.1705, accuracy = 95.88, train_time = 7sec
[i] iter = 35000, test_accuracy = 92.17, test_time = 1sec
[i] iter = 35100, loss = 0.3850, x_loss = 0.2146, l2_reg_loss = 0.1705, accuracy = 96.62, train_time = 8sec
[i] iter = 35200, loss = 0.3952, x_loss = 0.2250, l2_reg_loss = 0.1701, accuracy = 96.58, train_time = 7sec
[i] iter = 35300, loss = 0.3857, x_loss = 0.2156, l2_reg_loss = 0.1701, accuracy = 96.64, train_time = 7sec
[i] iter = 35400, loss = 0.3858, x_loss = 0.2161, l2_reg_loss = 0.1697, accuracy = 96.31, train_time = 7sec
[i] iter = 35500, loss = 0.3956, x_loss = 0.2256, l2_reg_loss = 0.1700, accuracy = 96.41, train_time = 7sec
[i] iter = 35600, loss = 0.4005, x_loss = 0.2303, l2_reg_loss = 0.1702, accuracy = 96.33, train_time = 7sec
[i] iter = 35700, loss = 0.4103, x_loss = 0.2401, l2_reg_loss = 0.1702, accuracy = 96.25, train_time = 7sec
[i] iter = 35800, loss = 0.4059, x_loss = 0.2358, l2_reg_loss = 0.1701, accuracy = 95.97, train_time = 7sec
[i] iter = 35900, loss = 0.4084, x_loss = 0.2383, l2_reg_loss = 0.1702, accuracy = 95.77, train_time = 7sec
[i] iter = 36000, loss = 0.3992, x_loss = 0.2285, l2_reg_loss = 0.1706, accuracy = 96.69, train_time = 7sec
[i] iter = 36100, loss = 0.3844, x_loss = 0.2136, l2_reg_loss = 0.1708, accuracy = 96.52, train_time = 7sec
[i] iter = 36200, loss = 0.3742, x_loss = 0.2041, l2_reg_loss = 0.1701, accuracy = 96.47, train_time = 7sec
[i] iter = 36300, loss = 0.4051, x_loss = 0.2352, l2_reg_loss = 0.1699, accuracy = 96.06, train_time = 7sec
[i] iter = 36400, loss = 0.4068, x_loss = 0.2369, l2_reg_loss = 0.1699, accuracy = 95.73, train_time = 7sec
[i] iter = 36500, loss = 0.4031, x_loss = 0.2333, l2_reg_loss = 0.1698, accuracy = 96.08, train_time = 7sec
[i] iter = 36600, loss = 0.3994, x_loss = 0.2293, l2_reg_loss = 0.1701, accuracy = 96.45, train_time = 7sec
[i] iter = 36700, loss = 0.4063, x_loss = 0.2360, l2_reg_loss = 0.1704, accuracy = 95.78, train_time = 7sec
[i] iter = 36800, loss = 0.3868, x_loss = 0.2169, l2_reg_loss = 0.1699, accuracy = 96.33, train_time = 7sec
[i] iter = 36900, loss = 0.4000, x_loss = 0.2306, l2_reg_loss = 0.1694, accuracy = 96.17, train_time = 7sec
[i] iter = 37000, loss = 0.3916, x_loss = 0.2220, l2_reg_loss = 0.1696, accuracy = 96.33, train_time = 7sec
[i] iter = 37100, loss = 0.3894, x_loss = 0.2196, l2_reg_loss = 0.1698, accuracy = 96.48, train_time = 7sec
[i] iter = 37200, loss = 0.3874, x_loss = 0.2175, l2_reg_loss = 0.1700, accuracy = 96.42, train_time = 7sec
[i] iter = 37300, loss = 0.3988, x_loss = 0.2290, l2_reg_loss = 0.1697, accuracy = 96.31, train_time = 7sec
[i] iter = 37400, loss = 0.3931, x_loss = 0.2231, l2_reg_loss = 0.1700, accuracy = 96.39, train_time = 7sec
[i] iter = 37500, loss = 0.3781, x_loss = 0.2080, l2_reg_loss = 0.1701, accuracy = 96.94, train_time = 7sec
[i] iter = 37600, loss = 0.4013, x_loss = 0.2315, l2_reg_loss = 0.1699, accuracy = 96.53, train_time = 7sec
[i] iter = 37700, loss = 0.4053, x_loss = 0.2354, l2_reg_loss = 0.1699, accuracy = 96.22, train_time = 7sec
[i] iter = 37800, loss = 0.3889, x_loss = 0.2191, l2_reg_loss = 0.1697, accuracy = 96.36, train_time = 7sec
[i] iter = 37900, loss = 0.3877, x_loss = 0.2181, l2_reg_loss = 0.1695, accuracy = 96.16, train_time = 7sec
[i] iter = 38000, loss = 0.4048, x_loss = 0.2352, l2_reg_loss = 0.1696, accuracy = 96.06, train_time = 7sec
[i] iter = 38100, loss = 0.3900, x_loss = 0.2203, l2_reg_loss = 0.1696, accuracy = 96.34, train_time = 7sec
[i] iter = 38200, loss = 0.3871, x_loss = 0.2175, l2_reg_loss = 0.1696, accuracy = 96.61, train_time = 7sec
[i] iter = 38300, loss = 0.3902, x_loss = 0.2208, l2_reg_loss = 0.1694, accuracy = 96.28, train_time = 7sec
[i] iter = 38400, loss = 0.4053, x_loss = 0.2359, l2_reg_loss = 0.1694, accuracy = 96.08, train_time = 7sec
[i] iter = 38500, loss = 0.3802, x_loss = 0.2105, l2_reg_loss = 0.1697, accuracy = 96.62, train_time = 7sec
[i] iter = 38600, loss = 0.3995, x_loss = 0.2300, l2_reg_loss = 0.1694, accuracy = 96.36, train_time = 7sec
[i] iter = 38700, loss = 0.3969, x_loss = 0.2272, l2_reg_loss = 0.1697, accuracy = 96.33, train_time = 7sec
[i] iter = 38800, loss = 0.3904, x_loss = 0.2207, l2_reg_loss = 0.1696, accuracy = 96.59, train_time = 7sec
[i] iter = 38900, loss = 0.3985, x_loss = 0.2288, l2_reg_loss = 0.1697, accuracy = 96.44, train_time = 7sec
[i] iter = 39000, loss = 0.3890, x_loss = 0.2193, l2_reg_loss = 0.1697, accuracy = 96.67, train_time = 7sec
[i] iter = 39100, loss = 0.3803, x_loss = 0.2104, l2_reg_loss = 0.1699, accuracy = 96.58, train_time = 7sec
[i] iter = 39200, loss = 0.3898, x_loss = 0.2200, l2_reg_loss = 0.1698, accuracy = 96.84, train_time = 7sec
[i] iter = 39300, loss = 0.3962, x_loss = 0.2260, l2_reg_loss = 0.1702, accuracy = 96.56, train_time = 7sec
[i] iter = 39400, loss = 0.3902, x_loss = 0.2199, l2_reg_loss = 0.1703, accuracy = 96.59, train_time = 7sec
[i] iter = 39500, loss = 0.3924, x_loss = 0.2224, l2_reg_loss = 0.1701, accuracy = 96.36, train_time = 7sec
[i] iter = 39600, loss = 0.3805, x_loss = 0.2108, l2_reg_loss = 0.1698, accuracy = 96.56, train_time = 7sec
[i] iter = 39700, loss = 0.3933, x_loss = 0.2235, l2_reg_loss = 0.1698, accuracy = 96.62, train_time = 7sec
[i] iter = 39800, loss = 0.4019, x_loss = 0.2317, l2_reg_loss = 0.1702, accuracy = 96.59, train_time = 7sec
[i] iter = 39900, loss = 0.3937, x_loss = 0.2238, l2_reg_loss = 0.1699, accuracy = 96.58, train_time = 7sec
[i] iter = 40000, loss = 0.3872, x_loss = 0.2175, l2_reg_loss = 0.1697, accuracy = 96.70, train_time = 7sec
[i] iter = 40000, test_accuracy = 92.54, test_time = 1sec
[i] iter = 40100, loss = 0.3924, x_loss = 0.2227, l2_reg_loss = 0.1697, accuracy = 96.34, train_time = 8sec
[i] iter = 40200, loss = 0.3966, x_loss = 0.2269, l2_reg_loss = 0.1697, accuracy = 96.05, train_time = 7sec
[i] iter = 40300, loss = 0.3896, x_loss = 0.2201, l2_reg_loss = 0.1695, accuracy = 96.98, train_time = 7sec
[i] iter = 40400, loss = 0.3891, x_loss = 0.2196, l2_reg_loss = 0.1696, accuracy = 96.56, train_time = 7sec
[i] iter = 40500, loss = 0.3882, x_loss = 0.2185, l2_reg_loss = 0.1697, accuracy = 96.66, train_time = 7sec
[i] iter = 40600, loss = 0.3972, x_loss = 0.2276, l2_reg_loss = 0.1696, accuracy = 96.62, train_time = 7sec
[i] iter = 40700, loss = 0.3837, x_loss = 0.2139, l2_reg_loss = 0.1698, accuracy = 96.81, train_time = 7sec
[i] iter = 40800, loss = 0.3683, x_loss = 0.1989, l2_reg_loss = 0.1694, accuracy = 96.77, train_time = 7sec
[i] iter = 40900, loss = 0.3963, x_loss = 0.2271, l2_reg_loss = 0.1692, accuracy = 96.62, train_time = 7sec
[i] iter = 41000, loss = 0.3754, x_loss = 0.2062, l2_reg_loss = 0.1692, accuracy = 96.81, train_time = 7sec
[i] iter = 41100, loss = 0.4101, x_loss = 0.2408, l2_reg_loss = 0.1694, accuracy = 96.31, train_time = 7sec
[i] iter = 41200, loss = 0.3802, x_loss = 0.2105, l2_reg_loss = 0.1697, accuracy = 96.38, train_time = 7sec
[i] iter = 41300, loss = 0.3949, x_loss = 0.2257, l2_reg_loss = 0.1693, accuracy = 96.39, train_time = 7sec
[i] iter = 41400, loss = 0.4091, x_loss = 0.2396, l2_reg_loss = 0.1695, accuracy = 96.28, train_time = 7sec
